Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
GUCY1A2	N	N
CWF19L2	N	N
ALKBH8	N	Y
ELMOD1	N	N
SLN	N	Y
AP001024.2	N	N
AP001024.1	N	N
SLC35F2	N	N
RAB39A	N	N
CUL5	N	N
ACAT1	N	N
NPAT	N	N
ATM	N	Y
C11orf65	N	N
KDELC2	N	N
EXPH5	N	N
DDX10	N	N
C11orf87	N	N
ZC3H12C	N	N
RDX	N	Y
FDX1	N	N
ARHGAP20	N	N
C11orf53	N	N
C11orf92	N	N
C11orf93	N	N
POU2AF1	N	Y
RP11-794P6.2	N	N
BTG4	N	N
C11orf88	N	N
LAYN	N	N
SIK2	N	N
PPP2R1B	N	N
ALG9	N	N
RP11-108O10.8	N	N
FDXACB1	N	N
C11orf1	N	N
CRYAB	N	Y
HSPB2	N	Y
HSPB2-C11orf52	N	N
C11orf52	N	N
DIXDC1	N	N
DLAT	N	N
PIH1D2	N	N
C11orf57	N	N
TIMM8B	N	N
SDHD	Y	N
AP002884.2	N	N
IL18	N	Y
TEX12	N	Y
BCO2	N	Y
PTS	Y	N
C11orf34	N	N
NCAM1	Y	N
TTC12	N	N
ANKK1	N	N
DRD2	N	Y
TMPRSS5	N	N
ZW10	N	N
CLDN25	N	N
USP28	N	N
HTR3B	N	N
HTR3A	N	Y
ZBTB16	N	Y
NNMT	N	N
C11orf71	N	N
RBM7	N	N
RP11-212D19.4	N	N
REXO2	N	N
NXPE1	N	N
NXPE4	N	N
NXPE2	N	N
CADM1	N	Y
BUD13	N	N
ZNF259	Y	N
APOA5	N	Y
APOA4	N	Y
APOC3	N	Y
APOA1	N	Y
SIK3	N	N
PAFAH1B2	N	Y
SIDT2	N	N
TAGLN	N	Y
PCSK7	N	N
RNF214	N	N
BACE1	Y	N
AP000892.1	N	N
CEP164	N	N
DSCAML1	Y	N
FXYD2	N	Y
RP11-728F11.6	N	N
FXYD6	N	N
TMPRSS13	N	Y
IL10RA	N	Y
TMPRSS4	N	N
SCN4B	N	N
SCN2B	N	Y
AMICA1	N	N
MPZL3	N	Y
MPZL2	N	N
CD3E	N	Y
CD3D	N	Y
CD3G	N	Y
UBE4A	N	N
RP11-770J1.5	N	N
ATP5L	N	N
RP11-770J1.4	N	N
MLL	Y	N
TTC36	N	N
TMEM25	N	N
IFT46	N	N
ARCN1	N	Y
PHLDB1	N	N
TREH	N	Y
DDX6	N	N
CXCR5	N	Y
BCL9L	N	N
UPK2	Y	N
FOXR1	N	N
CCDC84	N	N
RPS25	N	N
TRAPPC4	N	N
HYOU1	Y	N
HMBS	Y	N
H2AFX	N	Y
DPAGT1	Y	N
C2CD2L	N	N
HINFP	Y	N
ABCG4	N	Y
NLRX1	N	Y
PDZD3	N	N
CCDC153	N	N
CBL	Y	N
MCAM	N	N
RNF26	N	N
MFRP	N	Y
C1QTNF5	N	Y
USP2	N	Y
THY1	N	Y
PVRL1	N	Y
CTD-2523D13.1	N	N
RP11-831A10.1	N	N
TRIM29	N	N
AP000679.2	N	N
OAF	N	N
POU2F3	N	Y
TMEM136	N	N
ARHGEF12	N	Y
GRIK4	N	Y
AP002348.1	N	N
TBCEL	N	N
TECTA	N	Y
SC5DL	Y	N
SORL1	N	Y
BLID	N	N
RP11-716H6.1	N	N
UBASH3B	N	N
CRTAM	N	Y
C11orf63	N	N
BSX	N	Y
HSPA8	N	N
CLMP	N	N
AP000783.1	N	N
GRAMD1B	N	N
SCN3B	N	Y
ZNF202	N	N
OR6X1	N	N
OR6M1	N	N
TMEM225	N	N
OR8D4	N	N
OR4D5	N	N
OR6T1	N	N
OR10S1	N	N
OR10G4	N	N
OR10G9	N	N
OR10G8	N	N
OR10G7	N	N
VWA5A	N	N
OR10D3	N	N
OR8D1	N	N
OR8D2	N	N
OR8B2	N	N
OR8B3	N	N
OR8B4	N	N
OR8B8	N	N
OR8B12	N	N
OR8A1	N	Y
PANX3	N	N
TBRG1	N	N
SIAE	N	Y
SPA17	N	N
NRGN	N	Y
VSIG2	N	N
ESAM	N	Y
MSANTD2	N	N
ROBO3	Y	N
ROBO4	N	Y
RP11-664I21.6	N	N
HEPACAM	N	N
HEPN1	N	N
CCDC15	N	N
SLC37A2	N	N
TMEM218	N	N
PKNOX2	N	N
FEZ1	N	Y
AP000708.1	N	N
EI24	N	N
STT3A	N	N
CHEK1	Y	N
ACRV1	N	N
PATE1	N	N
PATE2	N	N
PATE3	N	N
PATE4	N	N
HYLS1	N	N
PUS3	N	N
DDX25	N	Y
CDON	Y	N
RPUSD4	N	N
FAM118B	N	N
SRPR	N	N
FOXRED1	N	N
TIRAP	N	Y
RP11-712L6.5	N	N
DCPS	N	N
ST3GAL4	N	Y
KIRREL3	N	N
RP11-115C10.1	N	N
ETS1	Y	N
RP11-744N12.3	N	N
FLI1	Y	N
KCNJ1	Y	N
KCNJ5	N	Y
C11orf45	N	N
TP53AIP1	N	N
ARHGAP32	N	Y
BARX2	N	Y
TMEM45B	N	N
NFRKB	N	N
PRDM10	N	N
APLP2	Y	N
ST14	Y	N
ZBTB44	N	N
RP11-121M22.1	N	N
ADAMTS8	N	N
ADAMTS15	N	N
C11orf44	N	N
RP11-890B15.2	N	N
SNX19	N	N
NTM	N	N
C11orf39	N	N
OPCML	N	N
SPATA19	N	N
RP11-259P6.1	N	N
IGSF9B	N	N
JAM3	Y	N
NCAPD3	N	N
VPS26B	N	N
THYN1	N	N
ACAD8	N	N
GLB1L3	N	N
GLB1L2	N	N
B3GAT1	N	Y
IQSEC3	N	N
SLC6A12	N	N
SLC6A13	N	N
KDM5A	Y	N
CCDC77	N	N
B4GALNT3	N	N
NINJ2	N	N
WNK1	Y	N
RAD52	N	N
ERC1	Y	N
WNT5B	N	N
FBXL14	N	N
ADIPOR2	N	Y
CACNA2D4	N	Y
LRTM2	N	N
DCP1B	N	N
CACNA1C	Y	N
FKBP4	Y	N
ITFG2	N	N
NRIP2	N	N
AC005841.1	N	N
FOXM1	Y	N
C12orf32	N	N
TULP3	Y	N
TEAD4	Y	N
TSPAN9	N	N
PRMT8	N	N
EFCAB4B	N	N
PARP11	N	N
CCND2	N	Y
C12orf5	N	N
FGF23	N	Y
FGF6	N	Y
C12orf4	N	N
RAD51AP1	N	N
DYRK4	N	N
NDUFA9	N	N
AKAP3	N	N
RP11-234B24.6	N	N
GALNT8	N	N
KCNA6	N	Y
KCNA1	Y	N
KCNA5	N	Y
NTF3	Y	N
ANO2	N	Y
VWF	N	Y
CD9	N	Y
PLEKHG6	N	N
TNFRSF1A	N	Y
SCNN1A	Y	N
LTBR	N	Y
CD27	N	Y
TAPBPL	N	N
VAMP1	Y	N
MRPL51	N	N
NCAPD2	N	N
GAPDH	Y	N
IFFO1	N	N
NOP2	N	N
CHD4	N	N
LPAR5	N	N
ACRBP	N	Y
ING4	N	Y
AC125494.1	N	N
ZNF384	N	Y
C12orf53	N	N
COPS7A	N	N
MLF2	N	N
PTMS	N	N
LAG3	N	Y
CD4	N	Y
GPR162	N	N
LEPREL2	N	N
GNB3	N	N
U47924.25	N	N
CDCA3	N	N
USP5	Y	N
TPI1	Y	N
SPSB2	N	Y
LRRC23	N	N
ENO2	N	N
ATN1	Y	N
C12orf57	N	N
PTPN6	Y	N
PHB2	Y	N
U47924.19	N	N
LPCAT3	N	N
C1S	N	N
C1R	N	N
C1RL	N	N
RBP5	N	N
CLSTN3	N	N
PEX5	Y	N
ACSM4	N	N
CD163L1	N	N
CD163	N	N
APOBEC1	N	Y
GDF3	Y	N
DPPA3	N	Y
CLEC4C	N	N
NANOGNB	N	N
NECAP1	N	N
NANOG	Y	N
SLC2A14	N	N
NANOGP1	N	N
SLC2A3	Y	N
FOXJ2	N	N
C3AR1	N	Y
CLEC4A	N	N
ZNF705A	N	N
FAM90A1	N	N
CLEC6A	N	Y
CLEC4D	N	N
CLEC4E	N	Y
AICDA	N	Y
MFAP5	N	N
RIMKLB	N	N
A2ML1	N	N
PHC1	Y	N
M6PR	Y	N
KLRG1	N	Y
A2M	N	N
PZP	N	Y
KLRB1	N	N
CLEC2D	N	N
CLECL1	N	N
CD69	N	Y
KLRF1	N	N
CLEC2B	N	N
KLRF2	N	N
CLEC2A	N	N
CLEC12A	N	N
CLEC1B	Y	N
CLEC12B	N	N
CLEC9A	N	Y
CLEC1A	N	N
CLEC7A	N	Y
OLR1	N	Y
C12orf59	N	N
GABARAPL1	N	N
KLRD1	N	N
RP11-277P12.7	N	N
KLRK1	N	Y
KLRC4	N	N
RP11-277P12.6	N	N
KLRC3	N	N
KLRC2	N	N
KLRC1	N	N
EIF2S3L	N	N
MAGOHB	N	N
STYK1	N	N
CSDA	N	Y
TAS2R7	N	N
TAS2R8	N	N
TAS2R9	N	N
PRR4	N	N
TAS2R10	N	N
PRH1	N	N
TAS2R13	N	N
PRH2	N	N
TAS2R14	N	N
TAS2R50	N	N
TAS2R20	N	N
TAS2R19	N	N
TAS2R31	N	N
TAS2R46	N	N
TAS2R43	N	N
TAS2R30	N	N
TAS2R42	N	N
PRB4	N	N
PRB1	N	N
PRB2	N	N
ETV6	Y	N
BCL2L14	N	N
LRP6	Y	N
MANSC1	N	N
LOH12CR2	N	N
LOH12CR1	N	N
DUSP16	N	N
CREBL2	N	N
GPR19	N	Y
CDKN1B	N	Y
RP11-59H1.3	N	N
APOLD1	N	N
DDX47	N	N
GPRC5A	N	Y
GPRC5D	N	N
HEBP1	N	N
KIAA1467	N	N
GSG1	N	N
EMP1	N	N
C12orf36	N	N
GRIN2B	Y	N
ATF7IP	N	N
PLBD1	N	N
GUCY2C	N	Y
HIST4H4	N	N
H2AFJ	N	N
WBP11	N	N
C12orf60	N	N
C12orf69	N	N
ART4	N	N
MGP	N	Y
ERP27	N	N
ARHGDIB	N	Y
PDE6H	N	N
RERG	N	N
PTPRO	N	Y
EPS8	N	Y
STRAP	Y	N
DERA	N	N
SLC15A5	N	N
MGST1	N	N
LMO3	N	Y
RERGL	N	N
PIK3C2G	N	N
PLCZ1	N	N
CAPZA3	N	Y
PLEKHA5	N	N
AEBP2	Y	N
PDE3A	N	Y
SLCO1C1	N	N
SLCO1B3	N	Y
RP11-545J16.1	N	N
SLCO1B7	N	N
RP11-125O5.2	N	N
SLCO1B1	N	N
SLCO1A2	N	Y
IAPP	N	Y
PYROXD1	N	N
RECQL	N	Y
GOLT1B	N	N
C12orf39	N	N
GYS2	N	N
LDHB	N	N
KCNJ8	N	Y
ABCC9	N	Y
CMAS	N	N
ST8SIA1	N	Y
KIAA0528	N	N
ETNK1	N	N
SOX5	Y	N
BCAT1	N	N
C12orf77	N	N
LRMP	N	N
CASC1	N	Y
LYRM5	N	N
KRAS	Y	N
IFLTD1	N	N
RASSF8	N	N
BHLHE41	N	Y
SSPN	N	Y
ITPR2	N	Y
ASUN	N	N
FGFR1OP2	N	N
TM7SF3	N	N
MED21	Y	N
C12orf71	N	N
STK38L	N	N
ARNTL2	N	N
C12orf70	N	N
PPFIBP1	N	N
REP15	N	N
MRPS35	N	N
MANSC4	N	N
KLHDC5	N	N
PTHLH	Y	N
CCDC91	N	N
FAR2	N	N
ERGIC2	N	N
RP11-677C1.2	N	N
OVCH1	N	N
TMTC1	N	N
IPO8	N	N
CAPRIN2	N	N
TSPAN11	N	N
DDX11	Y	N
FAM60A	N	N
AC024940.1	N	N
DENND5B	N	N
METTL20	N	N
AMN1	N	N
H3F3C	N	N
C12orf35	N	N
BICD1	N	N
FGD4	N	N
DNM1L	Y	N
YARS2	N	N
PKP2	Y	N
SYT10	N	Y
ALG10	N	N
ALG10B	N	N
CPNE8	N	N
KIF21A	N	N
ABCD2	N	Y
C12orf40	N	N
SLC2A13	N	N
LRRK2	Y	N
MUC19	N	N
CNTN1	Y	N
PDZRN4	N	N
GXYLT1	N	N
YAF2	N	N
PPHLN1	Y	N
ZCRB1	N	N
PRICKLE1	Y	N
ADAMTS20	N	Y
PUS7L	N	N
IRAK4	N	Y
TWF1	N	N
TMEM117	N	N
NELL2	N	Y
DBX2	N	N
ANO6	N	N
ARID2	N	N
SCAF11	N	N
SLC38A1	N	N
SLC38A2	N	N
SLC38A4	N	N
AMIGO2	N	N
PCED1B	N	N
RPAP3	N	N
ENDOU	N	N
RAPGEF3	N	Y
SLC48A1	N	Y
HDAC7	Y	N
VDR	N	Y
TMEM106C	N	N
COL2A1	Y	N
RP1-228P16.5	N	N
SENP1	Y	N
PFKM	Y	N
ASB8	N	N
C12orf68	N	N
OR10AD1	N	N
H1FNT	N	Y
ZNF641	N	N
ANP32D	N	N
C12orf54	N	N
OR8S1	N	N
LALBA	N	Y
KANSL2	N	N
CCNT1	N	N
RP11-579D7.1	N	N
ADCY6	N	Y
CACNB3	N	Y
DDX23	N	N
RND1	N	N
ARF3	N	N
CCDC65	N	N
FKBP11	N	Y
AC073610.5	N	N
AC073610.1	N	N
WNT10B	N	Y
WNT1	Y	N
DDN	N	N
PRKAG1	N	Y
MLL2	N	N
RHEBL1	N	Y
DHH	N	Y
LMBR1L	N	Y
TUBA1B	N	N
TUBA1A	N	Y
TUBA1C	N	N
PRPH	N	Y
TROAP	N	N
C1QL4	N	N
DNAJC22	N	N
SPATS2	N	N
KCNH3	N	Y
MCRS1	N	N
PRPF40B	N	N
FAM186B	N	N
FMNL3	N	N
TMBIM6	N	Y
NCKAP5L	N	N
BCDIN3D	N	N
FAIM2	N	Y
AQP2	Y	N
AQP5	Y	N
AQP6	N	N
RACGAP1	Y	N
ASIC1	N	Y
SMARCD1	N	N
GPD1	N	Y
COX14	N	N
orphan	N	N
CERS5	N	N
LIMA1	N	N
FAM186A	N	N
LARP4	N	N
DIP2B	N	N
ATF1	N	Y
TMPRSS12	N	N
METTL7A	N	N
HIGD1C	N	N
SLC11A2	Y	N
LETMD1	N	N
CSRNP2	N	N
TFCP2	N	Y
POU6F1	N	N
DAZAP2	N	Y
SMAGP	N	N
BIN2	N	N
CELA1	N	N
GALNT6	N	N
SLC4A8	N	Y
SCN8A	Y	N
ANKRD33	N	N
ACVRL1	Y	N
ACVR1B	Y	N
GRASP	N	Y
NR4A1	N	N
C12orf44	N	N
KRT80	N	N
KRT7	N	N
AC021066.1	N	N
KRT86	N	N
KRT81	N	N
KRT83	N	N
KRT85	N	N
KRT84	N	N
KRT82	N	N
KRT75	N	Y
KRT6B	Y	N
KRT6C	N	N
KRT6A	Y	N
KRT5	Y	N
KRT71	N	Y
KRT74	N	N
KRT72	N	N
KRT73	N	N
KRT2	N	Y
KRT1	Y	N
KRT77	N	N
KRT76	N	N
KRT3	N	N
KRT4	Y	N
KRT79	N	N
KRT78	N	N
KRT8	Y	N
KRT18	N	Y
EIF4B	N	N
TENC1	N	Y
SPRYD3	N	N
IGFBP6	N	N
SOAT2	N	Y
CSAD	N	N
ZNF740	N	N
ITGB7	N	Y
RARG	N	Y
MFSD5	N	N
ESPL1	Y	N
PFDN5	N	Y
C12orf10	N	Y
AAAS	N	Y
SP7	Y	N
SP1	Y	N
AMHR2	N	Y
PRR13	N	N
PCBP2	N	N
MAP3K12	Y	N
TARBP2	Y	N
NPFF	N	N
ATF7	N	Y
ATP5G2	N	N
CALCOCO1	N	N
HOXC13	Y	N
HOXC12	N	N
HOXC11	N	N
HOXC10	N	Y
HOXC5	N	N
HOXC6	N	Y
HOXC9	N	Y
HOXC8	Y	N
HOXC4	Y	N
SMUG1	N	N
CBX5	N	N
HNRNPA1	N	N
NFE2	Y	N
COPZ1	N	N
GPR84	N	N
ZNF385A	Y	N
ITGA5	Y	N
GTSF1	N	Y
NCKAP1L	N	Y
PDE1B	N	Y
PPP1R1A	N	Y
LACRT	N	N
DCD	N	N
MUCL1	N	N
TESPA1	N	N
NEUROD4	Y	N
OR9K2	N	N
OR10A7	N	N
OR6C74	N	N
OR6C6	N	N
OR6C1	N	N
OR6C3	N	N
OR6C75	N	N
OR6C65	N	N
OR6C76	N	N
OR6C2	N	N
OR6C70	N	N
OR6C68	N	N
OR6C4	N	N
OR2AP1	N	N
OR10P1	N	N
METTL7B	N	N
ITGA7	Y	N
BLOC1S1	N	N
RP11-644F5.10	N	N
RDH5	N	Y
CD63	N	Y
GDF11	Y	N
SARNP	N	N
RP11-762I7.5	N	N
ORMDL2	N	N
DNAJC14	N	N
MMP19	N	Y
WIBG	N	N
DGKA	N	Y
PMEL	N	Y
CDK2	Y	N
RAB5B	N	N
SUOX	N	N
IKZF4	N	N
RPS26	N	N
ERBB3	Y	N
RP11-603J24.9	N	N
PA2G4	N	Y
RPL41	N	N
ZC3H10	N	N
ESYT1	N	N
MYL6B	N	N
MYL6	N	N
SMARCC2	N	N
RNF41	N	Y
NABP2	N	N
SLC39A5	N	N
ANKRD52	N	N
COQ10A	N	N
CS	N	N
RP11-977G19.10	N	N
CNPY2	N	N
PAN2	N	N
IL23A	N	Y
STAT2	N	Y
APOF	N	N
TIMELESS	Y	N
MIP	N	Y
SPRYD4	N	N
GLS2	N	N
RBMS2	N	N
BAZ2A	N	N
ATP5B	N	N
PTGES3	Y	N
NACA	Y	N
PRIM1	N	N
HSD17B6	N	N
SDR9C7	N	N
RDH16	N	N
GPR182	N	N
ZBTB39	N	N
TAC3	N	N
MYO1A	N	Y
TMEM194A	N	N
NAB2	N	Y
STAT6	N	Y
LRP1	Y	N
NXPH4	N	N
SHMT2	N	N
NDUFA4L2	N	N
STAC3	N	N
R3HDM2	N	N
INHBC	N	Y
INHBE	N	Y
GLI1	N	Y
ARHGAP9	N	N
MARS	N	N
DDIT3	N	Y
MBD6	N	N
DCTN2	N	N
KIF5A	Y	N
PIP4K2C	N	N
DTX3	N	N
ARHGEF25	N	N
SLC26A10	N	N
B4GALNT1	N	Y
OS9	N	N
AGAP2	N	Y
RP11-571M6.6	N	N
TSPAN31	N	N
CDK4	Y	N
09-Mar	N	N
CYP27B1	N	Y
METTL1	N	N
METTL21B	N	N
RP11-571M6.15	N	N
TSFM	N	N
AVIL	Y	N
CTDSP2	N	N
XRCC6BP1	N	N
RP11-362K2.2	N	N
LRIG3	N	Y
RP11-272B17.2	N	N
SLC16A7	N	N
FAM19A2	N	N
USP15	N	N
MON2	N	N
C12orf61	N	N
PPM1H	N	N
AVPR1A	N	Y
DPY19L2	N	N
TMEM5	N	N
SRGAP1	N	N
C12orf66	N	N
C12orf56	N	N
XPOT	N	N
TBK1	Y	N
RASSF3	N	N
GNS	N	N
TBC1D30	N	N
WIF1	N	Y
LEMD3	Y	N
MSRB3	N	N
HMGA2	N	Y
RP11-366L20.2	N	N
LLPH	N	N
RP11-745O10.4	N	N
TMBIM4	N	N
IRAK3	N	Y
HELB	N	N
GRIP1	Y	N
CAND1	N	N
DYRK2	N	N
IFNG	N	Y
IL26	N	N
IL22	N	Y
MDM1	N	Y
RAP1B	Y	N
NUP107	N	N
SLC35E3	N	N
AC124890.1	N	N
MDM2	Y	N
CPM	N	N
CPSF6	N	N
LYZ	N	N
YEATS4	N	N
FRS2	Y	N
CCT2	N	N
LRRC10	N	Y
BEST3	N	N
RAB3IP	N	Y
AC025263.3	N	N
C12orf28	N	N
CNOT2	N	N
KCNMB4	N	Y
PTPRB	Y	N
PTPRR	N	Y
CTD-2021H9.3	N	N
TSPAN8	N	N
LGR5	Y	N
ZFC3H1	N	N
THAP2	N	N
RP11-293I14.2	N	N
TMEM19	N	N
RAB21	N	N
TBC1D15	N	N
TPH2	N	Y
TRHDE	N	N
ATXN7L3B	N	N
KCNC2	N	Y
CAPS2	N	N
GLIPR1L1	N	N
GLIPR1L2	N	N
GLIPR1	N	Y
KRR1	N	N
PHLDA1	N	N
NAP1L1	N	N
BBS10	N	N
OSBPL8	N	N
ZDHHC17	N	Y
CSRP2	N	Y
E2F7	N	Y
NAV3	N	N
SYT1	Y	N
PAWR	N	Y
PPP1R12A	Y	N
OTOGL	N	N
PTPRQ	N	Y
MYF6	Y	N
MYF5	Y	N
LIN7A	N	Y
ACSS3	N	N
PPFIA2	N	N
CCDC59	N	N
C12orf26	N	N
TMTC2	N	N
SLC6A15	N	Y
TSPAN19	N	N
LRRIQ1	N	N
ALX1	Y	N
RASSF9	Y	N
NTS	N	Y
MGAT4C	N	N
C12orf50	N	N
C12orf29	N	N
CEP290	N	Y
TMTC3	N	N
KITLG	Y	N
DUSP6	Y	N
POC1B	N	N
POC1B-GALNT4	N	N
GALNT4	N	Y
ATP2B1	Y	N
CCER1	N	N
EPYC	N	N
KERA	N	Y
LUM	N	Y
DCN	N	Y
RP11-24B21.1	N	N
BTG1	N	N
CLLU1OS	N	N
CLLU1	N	N
C12orf74	N	N
PLEKHG7	N	N
EEA1	N	N
NUDT4	N	N
UBE2N	Y	N
MRPL42	N	N
SOCS2	N	Y
CRADD	Y	N
PLXNC1	N	Y
RP11-1105G2.3	N	N
CCDC41	N	N
TMCC3	N	N
NDUFA12	N	N
NR2C1	N	Y
FGD6	N	N
VEZT	Y	N
RP11-167N24.6	N	N
METAP2	Y	N
USP44	N	N
NTN4	N	N
RP11-536G4.1	N	N
SNRPF	N	N
CCDC38	N	N
AMDHD1	N	N
HAL	N	N
LTA4H	N	Y
ELK3	Y	N
CDK17	N	N
C12orf55	N	N
NEDD1	N	N
RP11-181C3.1	N	N
TMPO	N	Y
SLC25A3	N	N
IKBIP	N	N
APAF1	Y	N
ANKS1B	N	N
FAM71C	N	N
UHRF1BP1L	N	N
ACTR6	N	N
DEPDC4	N	N
SCYL2	N	N
SLC17A8	N	Y
NR1H4	N	Y
GAS2L3	N	N
ANO4	N	N
SLC5A8	N	Y
UTP20	N	N
ARL1	N	N
SPIC	Y	N
MYBPC1	N	N
CHPT1	N	N
SYCP3	N	Y
GNPTAB	N	Y
DRAM1	N	N
CCDC53	N	N
NUP37	N	N
PARPBP	N	N
PMCH	N	Y
IGF1	Y	N
PAH	N	Y
ASCL1	Y	N
RP11-552I14.1	N	N
C12orf42	N	N
STAB2	N	Y
NT5DC3	N	N
RP11-650K20.3	N	N
HSP90B1	Y	N
C12orf73	N	N
TDG	Y	N
GLT8D2	N	N
HCFC2	N	N
NFYB	N	N
TXNRD1	Y	N
EID3	N	N
CHST11	Y	N
SLC41A2	N	N
C12orf45	N	N
ALDH1L2	N	N
KIAA1033	N	N
APPL2	N	N
C12orf75	N	N
NUAK1	Y	N
CKAP4	N	N
TCP11L2	N	N
POLR3B	N	N
RP11-144F15.1	N	N
RFX4	Y	N
RIC8B	N	N
C12orf23	N	N
MTERFD3	N	Y
CRY1	N	Y
BTBD11	N	N
PWP1	N	N
PRDM4	N	N
ASCL4	N	N
WSCD2	N	N
CMKLR1	N	Y
FICD	N	N
SART3	N	N
ISCU	N	N
TMEM119	N	N
SELPLG	N	Y
CORO1C	N	N
SSH1	N	N
DAO	N	Y
SVOP	N	N
USP30	N	N
ALKBH2	N	Y
UNG	N	Y
ACACB	N	Y
FOXN4	Y	N
MYO1H	N	N
KCTD10	N	N
UBE3B	N	N
MMAB	N	N
MVK	N	N
FAM222A	N	N
TRPV4	N	Y
GLTP	N	N
TCHP	N	N
GIT2	N	Y
ANKRD13A	N	N
C12orf76	N	N
IFT81	N	N
ATP2A2	Y	N
ANAPC7	N	N
RP11-478C19.2	N	N
ARPC3	Y	N
GPN3	N	N
FAM216A	N	N
VPS29	N	N
RAD9B	Y	N
PPTC7	N	N
TCTN1	Y	N
HVCN1	N	Y
PPP1CC	N	Y
CCDC63	N	N
MYL2	Y	N
CUX2	Y	N
FAM109A	N	N
SH2B3	N	Y
ATXN2	Y	N
BRAP	N	N
ACAD10	N	N
RP11-162P23.2	N	N
ALDH2	N	Y
MAPKAPK5	N	Y
TMEM116	N	N
ERP29	N	N
NAA25	N	N
TRAFD1	N	Y
C12orf51	N	N
RPL6	N	N
PTPN11	Y	N
RPH3A	N	Y
OAS1	N	N
OAS3	N	N
OAS2	N	N
DTX1	N	Y
RASAL1	N	N
CCDC42B	N	N
DDX54	N	N
C12orf52	N	N
IQCD	N	N
TPCN1	N	N
SLC24A6	N	N
PLBD2	N	N
SDS	N	N
RP11-303O9.2	N	N
SDSL	N	N
LHX5	Y	N
RBM19	Y	N
TBX5	Y	N
TBX3	Y	N
RP11-116D17.1	N	N
MED13L	N	N
MAP1LC3B2	N	N
C12orf49	N	N
RNFT2	N	N
HRK	N	Y
FBXW8	Y	N
TESC	N	N
FBXO21	N	N
NOS1	N	Y
KSR2	N	N
RFC5	N	N
WSB2	N	N
VSIG10	N	N
PEBP1	N	Y
TAOK3	N	N
SUDS3	Y	N
SRRM4	N	N
HSPB8	N	N
CCDC60	N	N
TMEM233	N	N
PRKAB1	Y	N
CIT	Y	N
RP1-127H14.3	N	N
CCDC64	N	N
RAB35	N	N
GCN1L1	N	N
RPLP0	N	N
PXN	Y	N
SIRT4	N	Y
PLA2G1B	N	Y
MSI1	N	Y
COX6A1	N	N
GATC	N	N
TRIAP1	N	N
SRSF9	N	N
DYNLL1	N	N
COQ5	N	N
RNF10	N	N
POP5	N	N
CABP1	N	N
MLEC	N	N
UNC119B	N	N
ACADS	N	Y
SPPL3	N	N
HNF1A	Y	N
C12orf43	N	N
OASL	N	N
P2RX7	N	Y
P2RX4	N	Y
CAMKK2	N	Y
ANAPC5	N	N
RNF34	N	N
KDM2B	Y	N
ORAI1	Y	N
MORN3	N	N
TMEM120B	N	N
RHOF	N	N
SETD1B	N	N
HPD	N	Y
PSMD9	N	N
RP11-87C12.2	N	N
WDR66	N	N
BCL7A	N	N
MLXIP	N	N
LRRC43	N	N
IL31	N	N
B3GNT4	N	N
DIABLO	N	Y
RP11-512M8.5	N	N
VPS33A	N	Y
CLIP1	N	Y
ZCCHC8	N	N
RSRC2	N	N
KNTC1	N	N
HCAR1	N	Y
HCAR2	N	Y
HCAR3	N	N
DENR	N	N
CCDC62	N	N
HIP1R	N	Y
VPS37B	N	N
ABCB9	N	N
OGFOD2	N	N
ARL6IP4	N	N
PITPNM2	N	Y
MPHOSPH9	N	N
C12orf65	N	N
CDK2AP1	Y	N
SBNO1	N	N
SETD8	Y	N
RILPL2	N	N
SNRNP35	N	N
RILPL1	N	N
TMED2	Y	N
DDX55	N	N
EIF2B1	N	N
GTF2H3	N	N
TCTN2	N	Y
ATP6V0A2	N	N
DNAH10	N	N
CCDC92	N	N
DNAH10OS	N	N
ZNF664	N	N
FAM101A	N	N
NCOR2	Y	N
SCARB1	Y	N
UBC	Y	N
DHX37	N	N
BRI3BP	N	N
AACS	N	N
TMEM132B	N	N
TMEM132C	N	N
SLC15A4	N	Y
GLT1D1	N	N
TMEM132D	N	N
FZD10	N	Y
PIWIL1	N	Y
RIMBP2	N	N
STX2	N	Y
RAN	N	N
GPR133	N	N
SFSWAP	N	Y
MMP17	N	Y
ULK1	N	Y
PUS1	N	N
EP400	Y	N
EP400NL	N	N
DDX51	N	N
NOC4L	N	N
GALNT9	N	N
FBRSL1	N	N
P2RX2	N	Y
POLE	Y	N
PXMP2	N	Y
RP13-672B3.2	N	N
PGAM5	N	N
ANKLE2	N	N
GOLGA3	N	Y
CHFR	N	Y
ZNF605	N	N
ZNF26	N	N
ZNF84	N	N
ZNF140	N	N
ZNF891	N	N
ZNF10	N	N
CTD-2140B24.4	N	N
ZNF268	N	N
AC226150.4	N	N
ANHX	N	N
TUBA3C	N	N
RP11-408E5.4	N	N
TPTE2	N	N
MPHOSPH8	N	N
PSPC1	N	N
ZMYM5	N	N
ZMYM2	N	N
GJA3	N	N
GJB2	Y	N
GJB6	N	Y
CRYL1	N	N
IFT88	Y	N
IL17D	N	N
N6AMT2	N	N
XPO4	N	N
LATS2	Y	N
SAP18	N	N
SKA3	N	N
MRP63	N	N
AL136219.1	N	N
ZDHHC20	N	N
EFHA1	N	N
FGF9	Y	N
SGCG	N	Y
SACS	N	N
TNFRSF19	N	Y
MIPEP	N	N
C1QTNF9B	N	N
