Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
QRICH2	0	0
PRPSAP1	0	0
SPHK1	0	1
UBE2O	0	0
AANAT	0	0
RHBDF2	0	0
CYGB	0	1
PRCD	0	0
AC090699.1	0	0
ST6GALNAC2	0	0
ST6GALNAC1	0	0
MXRA7	0	0
JMJD6	1	0
METTL23	0	0
SRSF2	1	0
MFSD11	0	0
MGAT5B	0	0
SEC14L1	0	0
09-Sep	0	0
AC015804.1	0	0
TNRC6C	0	0
AC021593.1	0	0
TMC6	0	0
TMC8	0	0
C17orf99	0	0
SYNGR2	0	0
TK1	1	0
AFMID	0	0
BIRC5	1	0
TMEM235	0	0
AC087645.2	0	0
AC087645.3	0	0
AC087645.1	0	0
SOCS3	1	0
PGS1	0	0
DNAH17	0	0
CYTH1	0	0
USP36	0	0
TIMP2	0	1
AC100788.1	0	0
LGALS3BP	0	1
CANT1	0	0
AC073624.1	0	0
C1QTNF1	0	0
ENGASE	0	0
RBFOX3	0	0
ENPP7	0	1
CBX2	1	0
CBX8	0	0
CBX4	0	0
TBC1D16	0	0
CCDC40	1	0
GAA	0	1
EIF4A3	0	0
CARD14	0	0
SGSH	0	1
SLC26A11	0	0
RNF213	0	0
ENDOV	0	0
NPTX1	0	1
RPTOR	1	0
CHMP6	0	0
AC127496.1	0	0
BAIAP2	0	1
AATK	0	0
AZI1	0	0
C17orf56	0	0
C17orf89	0	0
SLC38A10	0	0
TMEM105	0	0
RP11-1055B8.6	0	0
BAHCC1	1	0
ACTG1	1	0
FSCN2	0	1
C17orf70	0	0
NPLOC4	0	0
PDE6G	0	1
C17orf90	0	0
CCDC137	0	0
ARL16	0	0
HGS	1	0
MRPL12	0	0
RP13-1032I1.10	0	0
SLC25A10	0	0
GCGR	1	0
FAM195B	0	0
AC174470.1	0	0
PPP1R27	0	0
P4HB	0	0
ARHGDIA	0	1
ALYREF	0	0
ANAPC11	0	0
NPB	0	1
PCYT2	1	0
SIRT7	0	1
MAFG	1	0
PYCR1	0	0
MYADML2	0	0
NOTUM	0	0
ASPSCR1	0	0
STRA13	0	0
LRRC45	0	0
RAC3	0	1
DCXR	0	0
RFNG	1	0
GPS1	0	0
DUS1L	0	0
FASN	1	0
CCDC57	0	0
SLC16A3	0	0
CSNK1D	1	0
CD7	0	1
SECTM1	0	0
TEX19	0	0
UTS2R	0	1
C17orf101	0	0
HEXDC	0	0
C17orf62	0	0
NARF	0	0
FOXK2	0	0
WDR45L	0	0
RAB40B	0	0
FN3KRP	0	0
FN3K	0	1
TBCD	0	0
ZNF750	0	0
B3GNTL1	0	0
METRNL	0	0
RP11-683L23.1	0	0
USP14	0	1
THOC1	1	0
COLEC12	0	0
CETN1	0	0
CLUL1	0	0
C18orf56	0	0
TYMS	0	0
ENOSF1	0	0
YES1	0	1
ADCYAP1	1	0
METTL4	0	0
NDC80	0	0
SMCHD1	1	0
EMILIN2	0	0
LPIN2	0	0
MYOM1	0	0
MYL12A	0	0
MYL12B	0	0
TGIF1	1	0
DLGAP1	0	0
C18orf42	0	0
ZFP161	0	0
EPB41L3	0	1
TMEM200C	0	0
L3MBTL4	0	0
RP11-865B13.1	0	0
ARHGAP28	0	0
LAMA1	1	0
LRRC30	0	0
PTPRM	0	1
RAB12	0	0
SOGA2	0	0
NDUFV2	1	0
ANKRD12	0	0
TWSG1	1	0
RALBP1	0	1
PPP4R1	0	0
RAB31	0	0
TXNDC2	0	1
VAPA	0	0
APCDD1	0	0
NAPG	0	0
PIEZO2	0	0
SLC35G4	0	0
RP11-677O4.1	0	0
GNAL	1	0
CHMP1B	0	0
MPPE1	0	0
IMPA2	0	0
AP002414.1	0	0
ANKRD62	0	0
CIDEA	0	1
TUBB6	0	0
AFG3L2	1	0
SLMO1	0	0
SPIRE1	0	0
AP005482.1	0	0
CEP76	0	0
PSMG2	0	0
PTPN2	0	1
SEH1L	0	0
CEP192	0	0
C18orf1	0	0
FAM210A	0	0
RNMT	0	0
MC5R	0	1
MC2R	1	0
ZNF519	0	0
POTEC	0	0
ANKRD30B	0	0
ROCK1	1	0
GREB1L	0	0
ESCO1	0	0
SNRPD1	0	0
ABHD3	0	0
MIB1	1	0
RP11-595B24.2	0	0
GATA6	1	0
RP11-863N1.2	0	0
CTAGE1	0	0
RBBP8	1	0
CABLES1	0	1
TMEM241	0	0
RIOK3	0	0
C18orf8	0	0
NPC1	0	1
ANKRD29	0	0
LAMA3	1	0
TTC39C	0	0
CABYR	0	0
OSBPL1A	0	0
IMPACT	0	0
HRH4	0	1
ZNF521	0	1
SS18	1	0
PSMA8	0	0
TAF4B	0	1
KCTD1	0	0
AQP4	0	1
CHST9	0	0
CDH2	1	0
DSC3	1	0
DSC2	0	0
DSC1	0	1
DSG1	0	0
DSG4	1	0
DSG3	1	0
DSG2	1	0
TTR	0	1
B4GALT6	0	1
SLC25A52	0	0
TRAPPC8	0	0
RNF125	0	0
RNF138	0	0
FAM59A	0	0
MEP1B	1	0
KLHL14	0	0
AC012123.1	0	0
C18orf34	0	0
ASXL3	0	0
NOL4	0	0
DTNA	0	1
AC022601.1	0	0
AC068506.3	0	0
AC068506.2	0	0
MAPRE2	0	0
ZNF397	0	0
ZSCAN30	0	0
ZNF24	1	0
ZNF396	0	0
INO80C	0	0
GALNT1	1	0
C18orf21	0	0
AC091060.1	0	0
RPRD1A	0	0
SLC39A6	0	0
ELP2	0	0
MOCOS	0	0
FHOD3	0	0
TPGS2	0	0
KIAA1328	0	0
CELF4	1	0
AC011139.1	0	0
PIK3C3	1	0
RIT2	0	0
SYT4	0	1
SETBP1	0	0
SLC14A2	0	1
SLC14A1	0	1
SIGLEC15	0	0
EPG5	0	0
PSTPIP2	0	1
ATP5A1	0	0
HAUS1	0	0
C18orf25	0	0
RNF165	0	0
LOXHD1	0	1
ST8SIA5	0	0
PIAS2	0	1
KATNAL2	0	0
TCEB3CL	0	0
TCEB3C	0	0
TCEB3B	0	0
HDHD2	0	0
IER3IP1	0	0
SKOR2	0	0
SMAD2	1	0
ZBTB7C	0	0
CTIF	0	0
SMAD7	1	0
DYM	0	1
C18orf32	0	0
RP11-110H1.2	0	0
RPL17	0	0
LIPG	0	1
ACAA2	0	0
MYO5B	0	0
CCDC11	0	0
MBD1	0	1
CXXC1	1	0
SKA1	0	0
MAPK4	0	0
MRO	0	0
ME2	0	0
ELAC1	0	0
SMAD4	1	0
MEX3C	0	0
DCC	1	0
MBD2	0	1
POLI	0	0
STARD6	0	0
C18orf54	0	0
C18orf26	0	0
RAB27B	0	1
CCDC68	0	0
TCF4	1	0
AC006305.1	0	0
TXNL1	0	0
WDR7	0	0
BOD1L2	0	0
ST8SIA3	0	0
ONECUT2	0	1
FECH	1	0
NARS	0	0
ATP8B1	0	1
AC090324.1	0	0
NEDD4L	0	1
ALPK2	0	0
MALT1	0	1
ZNF532	0	0
SEC11C	0	0
GRP	0	0
RAX	1	0
CPLX4	0	1
LMAN1	1	0
CCBE1	0	0
PMAIP1	0	1
MC4R	0	1
CDH20	0	0
RNF152	0	0
PIGN	0	0
KIAA1468	0	0
TNFRSF11A	0	1
ZCCHC2	0	0
PHLPP1	0	1
AC015989.1	0	0
BCL2	1	0
KDSR	0	0
VPS4B	0	0
SERPINB5	1	0
SERPINB12	0	0
SERPINB13	0	0
SERPINB4	0	0
SERPINB3	0	0
SERPINB7	0	0
SERPINB2	0	1
SERPINB10	0	0
HMSD	0	0
SERPINB8	0	0
CDH7	0	0
CDH19	0	0
DSEL	0	0
TMX3	0	0
CCDC102B	0	0
RP11-861L17.3	0	0
DOK6	0	0
CD226	0	1
RTTN	1	0
SOCS6	0	1
RP11-41O4.1	0	0
RP11-433A23.1	0	0
RP11-723G8.2	0	0
CBLN2	0	0
NETO1	0	1
RP11-169F17.1	0	0
FBXO15	0	1
TIMM21	0	0
CYB5A	0	0
C18orf63	0	0
FAM69C	0	0
CNDP2	0	0
CNDP1	0	0
ZNF407	0	0
ZADH2	0	0
TSHZ1	1	0
RP11-321M21.3	0	0
C18orf62	0	0
RP11-94B19.4	0	0
ZNF516	0	0
RP11-17M16.1	0	0
RP11-111H3.1	0	0
RP11-162A12.2	0	0
ZNF236	0	0
MBP	0	1
GALR1	0	1
SALL3	1	0
ATP9B	0	0
NFATC1	1	0
AC068473.1	0	0
CTDP1	0	0
KCNG2	0	0
PQLC1	0	0
HSBP1L1	0	0
TXNL4A	0	0
RBFA	0	0
ADNP2	0	0
PARD6G	0	0
AC008993.1	0	0
FAM138F	0	0
OR4F17	0	0
AC010507.1	0	0
PPAP2C	0	1
MIER2	0	0
THEG	0	1
C2CD4C	0	0
SHC2	0	1
ODF3L2	0	0
MADCAM1	0	1
TPGS1	0	1
CDC34	0	0
GZMM	0	1
BSG	1	0
HCN2	0	1
POLRMT	0	0
FGF22	0	1
RNF126	0	0
FSTL3	0	1
PRSS57	0	0
PALM	0	0
C19orf21	0	0
PTBP1	0	0
hsa-mir-3187	0	0
AZU1	0	0
PRTN3	0	1
ELANE	0	1
CFD	0	1
MED16	0	0
R3HDM4	0	0
KISS1R	1	0
ARID3A	1	0
WDR18	0	0
GRIN3B	0	1
C19orf6	0	0
CNN2	0	1
ABCA7	0	1
HMHA1	0	0
POLR2E	0	0
GPX4	1	0
SBNO2	0	0
STK11	1	0
C19orf26	0	0
ATP5D	0	0
MIDN	0	1
CIRBP	0	0
C19orf24	0	0
AC004258.1	0	0
MUM1	0	0
EFNA2	0	1
NDUFS7	0	0
GAMT	1	0
DAZAP1	1	0
RPS15	0	0
APC2	0	0
C19orf25	0	0
PCSK4	0	1
REEP6	0	0
ADAMTSL5	0	0
MEX3D	0	0
MBD3	1	0
UQCR11	0	0
TCF3	1	0
ONECUT3	0	0
ATP8B3	0	1
REXO1	0	0
KLF16	0	0
FAM108A1	0	0
SCAMP4	0	0
ADAT3	0	0
CSNK1G2	0	0
CSNK1G2-AS1	0	0
BTBD2	0	0
MKNK2	0	1
MOB3A	0	0
IZUMO4	0	0
AP3D1	1	0
DOT1L	1	0
PLEKHJ1	0	0
SF3A2	0	0
AMH	0	1
JSRP1	0	1
OAZ1	0	0
C19orf35	0	0
LINGO3	0	0
LSM7	0	0
SPPL2B	0	0
TMPRSS9	0	0
TIMM13	0	0
LMNB2	1	0
GADD45B	0	1
GNG7	0	1
AC104537.1	0	0
DIRAS1	0	0
SLC39A3	0	1
SGTA	0	0
THOP1	0	0
ZNF554	0	0
ZNF555	0	0
ZNF556	0	0
ZNF57	0	0
ZNF77	0	0
TLE6	0	0
TLE2	0	0
AES	0	1
GNA11	0	1
GNA15	0	1
S1PR4	1	0
NCLN	0	0
CELF5	0	0
NFIC	0	1
C19orf77	0	0
DOHH	0	0
FZR1	1	0
MFSD12	0	0
C19orf71	0	0
HMG20B	0	0
GIPC3	0	1
TBXA2R	0	1
CACTIN	0	0
C19orf29-AS1	0	0
PIP5K1C	1	0
TJP3	0	1
APBA3	0	1
MRPL54	0	0
RAX2	0	0
MATK	0	1
ZFR2	0	0
ATCAY	0	1
NMRK2	0	0
DAPK3	0	0
EEF2	0	0
PIAS4	1	0
AC016586.1	0	0
ZBTB7A	1	0
MAP2K2	0	1
CREB3L3	0	1
SIRT6	1	0
ANKRD24	0	0
EBI3	0	1
CCDC94	0	0
SHD	0	0
TMIGD2	0	0
FSD1	0	0
STAP2	0	1
MPND	0	0
SH3GL1	0	0
CHAF1A	1	0
UBXN6	0	0
AC011498.1	0	0
PLIN4	0	0
PLIN5	0	0
LRG1	0	0
SEMA6B	0	1
TNFAIP8L1	0	0
C19orf10	0	0
DPP9	0	0
AC005594.1	0	0
FEM1A	0	0
TICAM1	0	1
PLIN3	0	0
ARRDC5	0	0
UHRF1	1	0
KDM4B	0	1
PTPRS	1	0
ZNRF4	0	0
SAFB2	0	0
SAFB	1	0
RPL36	0	0
C19orf70	0	0
HSD11B1L	0	0
LONP1	0	0
CATSPERD	0	0
PRR22	0	0
DUS3L	0	0
NRTN	0	1
FUT6	0	0
FUT3	0	0
FUT5	0	0
NDUFA11	0	0
VMAC	0	0
CAPS	0	0
RANBP3	0	0
RFX2	0	0
ACSBG2	0	0
MLLT1	1	0
ACER1	0	0
CLPP	0	0
ALKBH7	0	0
PSPN	0	1
GTF2F1	0	0
KHSRP	0	1
SLC25A41	0	0
SLC25A23	0	0
CRB3	0	0
DENND1C	0	0
TUBB4A	0	0
TNFSF9	0	1
CD70	0	0
TNFSF14	0	1
C3	0	1
GPR108	0	0
TRIP10	0	1
SH2D3A	0	0
VAV1	1	0
EMR1	0	1
AC025278.1	0	0
AC010606.1	0	0
MBD3L5	0	0
MBD3L4	0	0
MBD3L2	0	1
MBD3L3	0	0
ZNF557	0	0
INSR	1	0
CTB-133G6.1	0	0
CTD-2207O23.3	0	0
ARHGEF18	0	0
PEX11G	0	0
C19orf45	0	0
ZNF358	0	0
MCOLN1	0	1
PNPLA6	1	0
CAMSAP3	0	0
XAB2	1	0
C19orf79	0	0
PCP2	0	1
STXBP2	0	0
RETN	0	1
C19orf59	0	0
TRAPPC5	0	0
FCER2	0	1
CLEC4G	0	0
CD209	0	0
CLEC4M	0	0
EVI5L	0	0
AC010336.1	0	0
LRRC8E	0	0
AC010336.2	0	0
MAP2K7	1	0
CTD-3193O13.2	0	0
SNAPC2	0	0
CTXN1	0	0
TIMM44	0	0
ELAVL1	1	0
CCL25	0	1
FBN3	0	0
CERS4	0	0
CD320	0	0
NDUFA7	0	0
RPS28	0	1
KANK3	0	0
ANGPTL4	1	0
RAB11B	0	0
02-Mar	0	0
HNRNPM	0	0
PRAM1	0	1
ZNF414	0	0
MYO1F	0	1
ADAMTS10	0	0
ACTL9	0	0
OR2Z1	0	0
ZNF558	0	0
MBD3L1	0	1
MUC16	0	0
OR1M1	0	0
OR7G2	0	0
OR7G1	0	0
OR7G3	0	0
ZNF317	0	0
OR7D2	0	0
OR7D4	0	0
AC006271.2	0	0
OR7E24	0	0
ZNF699	0	0
ZNF559	0	0
ZNF177	0	0
ZNF266	0	0
ZNF560	0	0
ZNF426	0	0
ZNF121	0	0
ZNF561	0	0
ZNF562	0	0
ZNF812	0	0
ZNF846	0	0
FBXL12	0	0
UBL5	0	0
PIN1	0	1
OLFM2	0	0
COL5A3	0	1
RDH8	0	1
C19orf66	0	0
ANGPTL6	1	0
PPAN-P2RY11	0	0
PPAN	0	0
P2RY11	0	0
EIF3G	0	0
DNMT1	1	0
S1PR2	1	0
MRPL4	0	0
ICAM1	0	1
ICAM4	0	1
ICAM5	0	1
ZGLP1	0	1
FDX1L	0	0
RAVER1	0	1
ICAM3	0	0
TYK2	0	1
CDC37	0	0
PDE4A	0	0
KEAP1	1	0
S1PR5	0	1
ATG4D	0	0
KRI1	0	0
CDKN2D	0	1
AP1M2	0	0
SLC44A2	0	0
AC011475.1	0	0
ILF3	1	0
QTRT1	0	1
DNM2	1	0
TMED1	0	0
C19orf38	0	0
CARM1	1	0
YIPF2	0	0
C19orf52	0	0
SMARCA4	1	0
LDLR	0	1
SPC24	0	0
KANK2	0	0
DOCK6	0	0
C19orf80	0	0
TSPAN16	0	0
RAB3D	0	1
TMEM205	0	0
CCDC159	0	0
AC024575.1	0	0
SWSAP1	0	0
EPOR	1	0
RGL3	0	0
CCDC151	0	0
PRKCSH	0	0
ELAVL3	0	0
ZNF653	0	0
ECSIT	1	0
CNN1	0	1
ELOF1	0	0
ACP5	0	1
ZNF627	0	0
ZNF823	0	0
ZNF441	0	0
ZNF491	0	0
ZNF440	0	0
ZNF439	0	0
ZNF69	0	0
ZNF763	0	0
ZNF700	0	0
CTD-2006C1.2	0	0
ZNF433	0	0
CTD-2006C1.10	0	0
ZNF878	0	0
ZNF844	0	0
ZNF788	0	0
AC022415.1	0	0
ZNF20	0	0
ZNF625	0	0
ZNF136	0	0
ZNF44	0	0
ZNF563	0	0
ZNF442	0	0
ZNF799	0	0
ZNF443	0	0
ZNF709	0	0
CTD-2192J16.17	0	0
ZNF564	0	0
ZNF490	0	0
ZNF791	0	0
MAN2B1	0	1
WDR83	1	0
WDR83OS	0	0
DHPS	0	0
FBXW9	0	0
TNPO2	0	0
C19orf43	0	0
ASNA1	1	0
BEST2	0	1
HOOK2	0	0
JUNB	0	0
PRDX2	0	1
RNASEH2A	0	0
RTBDN	0	0
MAST1	0	0
DNASE2	1	0
KLF1	1	0
GCDH	0	1
SYCE2	0	1
FARSA	0	0
CALR	1	0
RAD23A	0	1
GADD45GIP1	1	0
DAND5	1	0
NFIX	1	0
LYL1	0	1
TRMT1	0	0
NACC1	0	1
STX10	0	0
IER2	0	0
CACNA1A	1	0
CCDC130	0	0
MRI1	0	0
C19orf53	0	0
AC008686.1	0	0
ZSWIM4	0	0
NANOS3	0	1
C19orf57	0	0
CC2D1A	1	0
PODNL1	0	0
DCAF15	0	0
RFX1	1	0
RLN3	0	1
IL27RA	0	1
PALM3	0	0
AC022098.1	0	0
C19orf67	0	0
SAMD1	0	0
PRKACA	1	0
ASF1B	0	0
LPHN1	0	1
CD97	0	1
DDX39A	0	0
PKN1	0	0
PTGER1	0	1
GIPC1	0	1
AC012318.1	0	0
DNAJB1	0	1
TECR	0	0
NDUFB7	0	0
CLEC17A	0	0
EMR3	0	0
ZNF333	0	0
EMR2	0	0
OR7C1	0	0
OR7A5	0	0
OR7A10	0	0
OR7A2P	0	0
OR7A17	0	0
OR7C2	0	0
SLC1A6	0	1
CCDC105	0	0
CASP14	0	1
OR1I1	0	0
SYDE1	0	0
ILVBL	0	0
NOTCH3	0	1
EPHX3	0	0
BRD4	1	0
AKAP8	0	1
AKAP8L	0	0
WIZ	0	0
RASAL3	0	0
PGLYRP2	0	1
CYP4F22	0	0
CYP4F8	0	0
CYP4F3	0	0
CYP4F12	0	0
OR10H2	0	0
OR10H3	0	0
AC011537.1	0	0
OR10H5	0	0
OR10H1	0	0
CYP4F2	0	0
CYP4F11	0	0
OR10H4	0	0
AC004790.1	0	0
TPM4	0	0
RAB8A	0	1
HSH2D	0	1
CIB3	0	0
FAM32A	0	0
AP1M1	1	0
KLF2	1	0
EPS15L1	0	0
CALR3	0	1
C19orf44	0	0
CHERP	0	0
SLC35E1	0	0
MED26	0	0
C19orf42	0	0
TMEM38A	0	0
NWD1	0	0
SIN3B	1	0
F2RL3	0	1
CPAMD8	0	0
HAUS8	0	0
MYO9B	0	1
USE1	1	0
OCEL1	0	0
NR2F6	0	1
USHBP1	0	0
BABAM1	0	0
ANKLE1	0	0
ABHD8	0	0
MRPL34	0	0
DDA1	0	0
ANO8	0	0
GTPBP3	0	0
PLVAP	0	0
BST2	0	0
FAM125A	0	0
TMEM221	0	0
NXNL1	0	0
SLC27A1	0	1
PGLS	0	0
FAM129C	0	0
GLT25D1	0	0
UNC13A	1	0
MAP1S	0	1
FCHO1	0	0
B3GNT3	0	1
INSL3	0	1
JAK3	0	1
RPL18A	0	0
SLC5A5	0	0
CCDC124	0	0
KCNN1	0	0
ARRDC2	0	0
IL12RB1	0	1
MAST3	0	0
PIK3R2	0	1
IFI30	0	1
MPV17L2	0	0
RAB3A	0	1
PDE4C	0	0
KIAA1683	0	0
JUND	0	1
LSM4	1	0
PGPEP1	0	0
GDF15	0	1
LRRC25	0	0
SSBP4	0	0
ISYNA1	0	0
ELL	1	0
FKBP8	1	0
KXD1	0	0
UBA52	0	0
C19orf60	0	0
CRLF1	1	0
TMEM59L	0	0
KLHL26	0	0
CRTC1	0	1
COMP	0	1
UPF1	1	0
GDF1	1	0
CERS1	0	1
COPE	0	0
DDX49	0	0
HOMER3	0	0
SUGP2	0	0
ARMC6	0	0
SLC25A42	0	0
TMEM161A	0	0
MEF2BNB-MEF2B	0	0
MEF2B	0	0
MEF2BNB	0	0
RFXANK	0	0
NR2C2AP	0	0
NCAN	0	1
HAPLN4	0	0
TM6SF2	0	0
SUGP1	0	0
MAU2	0	0
GATAD2A	1	0
AC092067.1	0	0
TSSK6	0	1
NDUFA13	1	0
YJEFN3	0	0
CTC-260F20.3	0	0
CILP2	0	0
PBX4	0	0
LPAR2	0	1
GMIP	0	0
ATP13A1	0	0
ZNF101	0	0
ZNF14	0	0
ZNF506	0	0
ZNF253	0	0
ZNF93	0	0
ZNF682	0	0
ZNF90	0	0
ZNF486	0	0
ZNF737	0	0
ZNF626	0	0
ZNF66P	0	0
ZNF85	0	0
ZNF430	0	0
ZNF714	0	0
ZNF431	0	0
ZNF708	0	0
ZNF738	0	0
ZNF493	0	0
ZNF429	0	0
ZNF100	0	0
ZNF43	0	0
ZNF208	0	0
ZNF257	0	0
ZNF676	0	0
ZNF729	0	0
ZNF98	0	0
ZNF492	0	0
AC011467.1	0	0
AC024563.1	0	0
ZNF99	0	0
ZNF730	0	0
ZNF724P	0	0
AC092329.1	0	0
ZNF91	0	0
ZNF675	0	0
ZNF681	0	0
RPSAP58	0	0
ZNF726	0	0
ZNF254	0	0
UQCRFS1	0	1
VSTM2B	0	0
POP4	0	0
PLEKHF1	0	0
C19orf12	0	0
CCNE1	0	1
URI1	0	0
ZNF536	0	0
TSHZ3	1	0
ZNF507	0	0
DPY19L3	0	0
PDCD5	0	0
ANKRD27	0	0
RGS9BP	0	1
NUDT19	0	0
TDRD12	0	0
SLC7A9	0	1
CEP89	0	0
C19orf40	0	0
RHPN2	0	1
GPATCH1	0	0
WDR88	0	0
LRP3	0	0
SLC7A10	1	0
CEBPA	1	0
CEBPG	1	0
PEPD	0	0
CHST8	0	1
KCTD15	0	0
RPS4XP21	0	0
LSM14A	0	0
KIAA0355	0	0
GPI	1	0
PDCD2L	0	0
UBA2	0	0
WTIP	0	0
SCGB2B2	0	0
ZNF302	0	0
ZNF181	0	0
ZNF599	0	0
ZNF30	0	0
ZNF792	0	0
GRAMD1A	0	0
SCN1B	1	0
HPN	0	1
AC020907.3	0	0
AC020907.1	0	0
FXYD3	0	0
LGI4	1	0
FXYD1	0	1
FXYD7	0	0
FXYD5	0	0
FAM187B	0	0
LSR	1	0
USF2	1	0
HAMP	0	1
MAG	0	1
CD22	0	1
FFAR1	0	1
FFAR3	0	1
GPR42	0	0
AC002511.4	0	0
FFAR2	0	1
KRTDAP	0	0
DMKN	0	0
SBSN	0	0
GAPDHS	0	1
TMEM147	0	0
ATP4A	0	1
HAUS5	0	0
RBM42	0	0
ETV2	1	0
COX6B1	0	0
UPK1A	0	0
ZBTB32	0	1
MLL4	1	0
IGFLR1	0	0
U2AF1L4	0	0
PSENEN	1	0
LIN37	0	0
HSPB6	0	0
C19orf55	0	0
ARHGAP33	0	0
PRODH2	0	0
NPHS1	1	0
KIRREL2	0	0
APLP1	0	1
NFKBID	0	1
HCST	0	1
TYROBP	0	1
LRFN3	0	0
SDHAF1	0	0
SYNE4	0	0
ALKBH6	0	0
CLIP3	0	0
THAP8	0	0
WDR62	0	0
OVOL3	0	0
POLR2I	0	0
TBCB	0	0
CAPNS1	1	0
COX7A1	0	0
ZNF565	0	0
ZNF146	0	0
ZFP14	0	0
ZFP82	0	0
ZNF566	0	0
ZNF260	0	0
ZNF529	0	0
AC092295.7	0	0
ZNF382	0	0
ZNF461	0	0
ZNF567	0	0
ZNF790	0	0
ZNF345	0	0
ZNF829	0	0
ZNF568	0	0
ZNF420	0	0
ZNF585A	0	0
ZNF585B	0	0
ZNF383	0	0
HKR1	0	0
ZNF527	0	0
ZNF569	0	0
ZNF570	0	0
ZNF793	0	0
AC022148.1	0	0
ZNF571	0	0
ZNF540	0	0
ZFP30	0	0
ZNF781	0	0
ZNF607	0	0
ZNF573	0	0
WDR87	0	0
SIPA1L3	0	0
DPF1	0	0
PPP1R14A	0	0
SPINT2	1	0
YIF1B	0	0
C19orf33	0	0
KCNK6	0	0
CATSPERG	0	0
PSMD8	0	0
GGN	0	0
SPRED3	0	0
FAM98C	0	0
RASGRP4	0	0
RYR1	1	0
MAP4K1	0	1
EIF3K	0	0
ACTN4	1	0
CAPN12	0	0
LGALS7	0	0
LGALS7B	0	0
LGALS4	0	0
ECH1	0	0
HNRNPL	0	0
RINL	0	0
SIRT2	0	1
NFKBIB	0	1
CTC-360G5.1	0	0
FBXO17	0	0
MRPS12	0	0
FBXO27	0	0
AC011443.1	0	0
PAK4	1	0
NCCRP1	0	0
SYCN	0	1
IL28B	0	0
IL28A	0	0
IL29	0	0
LRFN1	0	0
GMFG	0	0
SAMD4B	0	0
PAF1	0	0
MED29	0	0
ZFP36	0	1
PLEKHG2	0	0
RPS16	0	0
AC011500.1	0	0
SUPT5H	0	0
TIMM50	0	0
DLL3	1	0
SELV	0	0
EID2B	0	0
EID2	0	0
LGALS13	0	0
LGALS16	0	0
LGALS14	0	0
CLC	0	0
LEUTX	0	0
DYRK1B	0	0
FBL	1	0
FCGBP	0	0
PSMC4	1	0
ZNF546	0	0
ZNF780B	0	0
ZNF780A	0	0
MAP3K10	0	1
TTC9B	0	0
CNTD2	0	0
AKT2	0	1
C19orf47	0	0
PLD3	0	0
HIPK4	0	0
PRX	0	1
SERTAD1	0	1
SERTAD3	0	0
BLVRB	0	0
SPTBN4	0	1
SHKBP1	0	0
LTBP4	1	0
NUMBL	0	1
ADCK4	0	0
ITPKC	0	1
C19orf54	0	0
SNRPA	0	0
MIA	0	1
RAB4B	0	0
EGLN2	0	1
CYP2A6	0	0
CYP2A7	0	0
CYP2G1P	0	1
AC008537.1	0	0
AC008537.2	0	0
CYP2B6	0	0
CYP2A7P1	0	0
CYP2A13	0	0
CYP2F1	0	0
CYP2S1	0	0
AXL	0	1
HNRNPUL1	0	0
CCDC97	0	0
TGFB1	1	0
TMEM91	0	0
B9D2	0	0
CTC-435M10.3	0	0
EXOSC5	0	0
BCKDHA	0	0
B3GNT8	0	0
ATP5SL	0	0
C19orf69	0	0
CEACAM21	0	0
CEACAM4	0	0
CEACAM7	0	0
CEACAM5	0	0
CEACAM6	0	0
CEACAM3	0	0
LYPD4	0	0
DMRTC2	0	1
RPS19	1	0
CD79A	0	1
ARHGEF1	0	1
RABAC1	0	0
ATP1A3	1	0
GRIK5	0	1
ZNF574	0	0
POU2F2	1	0
DEDD2	0	0
ZNF526	0	0
GSK3A	0	1
AC006486.1	0	0
ERF	1	0
CIC	0	0
PAFAH1B3	0	1
PRR19	0	0
TMEM145	0	0
MEGF8	0	1
CNFN	0	0
LIPE	0	1
AC011497.1	0	0
CXCL17	0	0
CEACAM1	0	1
CEACAM8	0	0
PSG3	0	0
PSG8	0	0
PSG1	0	0
PSG6	0	0
PSG11	0	0
PSG2	0	0
PSG5	0	0
PSG4	0	0
PSG9	0	0
CD177	0	0
AC005392.1	0	0
TEX101	0	0
LYPD3	0	0
PHLDB3	0	0
ETHE1	0	1
ZNF575	0	0
XRCC1	1	0
L34079.1	0	0
AC006276.7	0	0
IRGQ	0	0
ZNF576	0	0
SRRM5	0	0
ZNF428	0	0
CADM4	0	0
PLAUR	0	1
IRGC	0	0
SMG9	0	0
KCNN4	0	1
LYPD5	0	0
ZNF283	0	0
ZNF404	0	0
ZNF45	0	0
ZNF221	0	0
ZNF155	0	0
ZNF230	0	0
ZNF222	0	0
ZNF223	0	0
ZNF284	0	0
ZNF224	0	0
ZNF225	0	0
ZNF234	0	0
ZNF226	0	0
ZNF227	0	0
ZNF233	0	0
ZNF235	0	0
ZNF285	0	0
ZNF229	0	0
ZNF180	0	0
IGSF23	0	0
PVR	0	1
CEACAM19	0	0
CEACAM16	0	0
BCL3	0	1
CBLC	0	1
BCAM	0	1
PVRL2	0	1
TOMM40	0	0
APOE	0	1
APOC1	0	1
APOC4	0	0
APOC2	0	0
CLPTM1	0	0
RELB	1	0
CLASRP	0	0
ZNF296	0	0
GEMIN7	0	0
PPP1R37	0	0
NKPD1	0	0
TRAPPC6A	0	1
BLOC1S3	0	1
EXOC3L2	0	0
MARK4	0	0
CKM	0	1
